load_id,pickup,delivery,pickup_lat,pickup_lon,delivery_lat,delivery_lon,distance,equipment,weight,date,market_index,quote_signal,posted_rate,predicted_rate,lane,base_rate_dq,base_rate_dqm,ton_miles,delta_lat,delta_lon,is_westbound,is_transcon,compass_bearing,dist_x_pickup_lat,dist_x_delivery_lat,month,quarter,day_of_year
TR-000012,Richmond,Lexington,38.09122,-76.78906,36.99152,-84.99876,549.0,Flatbed,26738.0,2025-01-01,0.97136,2.2189,1207.88,,Richmond_to_Lexington,1218.1761000000001,1183.287536496,7339.581,-1.0996999999999986,-8.209699999999998,1,0,-3.0084339965465214,20912.07978,20308.34448,1,1,1
TR-000013,Dallas,El Paso,31.83025,-94.38343,33.31075,-110.3123,1085.1,Dry Van,46974.0,2025-01-01,1.012,2.11614,2277.79,,Dallas_to_El Paso,2296.223514,2323.778196168,25485.743699999995,1.4804999999999993,-15.92886999999999,1,0,3.0489144675148605,34539.004275,36145.494824999994,1,1,1
TR-000014,Mobile,Syracuse,31.80442,-88.25195,42.80915,-76.89973,1145.3,Dry Van,37985.0,2025-01-01,0.98329,1.92512,2229.54,,Mobile_to_Syracuse,2204.839936,2167.9970606694396,21752.110249999998,11.004730000000002,11.352219999999988,0,0,0.7698565970416495,36425.602225999995,49029.319495,1,1,1
TR-000015,Nashville,Atlanta,35.29479,-88.08915,34.84933,-86.2894,145.6,Dry Van,37475.0,2025-01-01,0.94244,2.70409,395.09,,Nashville_to_Atlanta,393.71550399999995,371.05323958976,2728.18,-0.4454599999999971,1.799750000000003,0,0,-0.24263579427406526,5138.921423999999,5074.062448,1,1,1
TR-000016,Detroit,Louisville,43.61923,-84.04517,37.36588,-87.47153,575.8,Dry Van,31412.0,2025-01-01,0.93148,2.02239,1165.8,,Detroit_to_Louisville,1164.492162,1084.70115905976,9043.514799999999,-6.253350000000005,-3.4263600000000025,1,0,-2.0720442155950547,25115.952633999997,21515.273703999996,1,1,1
TR-000017,Albany,Baton Rouge,43.96975,-71.05842,30.50134,-92.65374,1755.3,Reefer,23493.0,2025-01-01,0.96873,1.98336,3444.74,,Albany_to_Baton Rouge,3481.391808,3372.5286861638397,20618.631449999997,-13.468409999999999,-21.59532,1,0,-2.5839484216587176,77180.10217499999,53539.002102,1,1,1
TR-000018,New Orleans,Bakersfield,32.53273,-92.19519,33.28832,-116.67935,1706.0,Dry Van,40439.0,2025-01-01,0.99368,1.88236,3238.08,,New Orleans_to_Bakersfield,3211.30616,3191.0107050688002,34494.467,0.755589999999998,-24.484160000000003,1,0,3.110742084407828,55500.837380000004,56789.87392,1,1,1
TR-000019,Reno,Albuquerque,39.54838,-118.64843,35.39918,-109.59792,698.5,Dry Van,31643.0,2025-01-01,0.99684,2.06177,1441.82,,Reno_to_Albuquerque,1440.146345,1435.5954825498,11051.31775,-4.1492,9.050510000000003,0,0,-0.4298581119681277,27624.54343,24726.327230000003,1,1,1
TR-000020,Austin,San Antonio,29.39553,-99.6978,29.50969,-98.40059,108.2,Dry Van,32629.0,2025-01-01,0.9355,2.79934,305.7,,Austin_to_San Antonio,302.888588,283.35227407400004,1765.2288999999998,0.11415999999999826,1.2972100000000069,0,0,0.08777811491228392,3180.5963460000003,3192.948458,1,1,1
TR-000021,Chattanooga,Cincinnati,35.29792,-87.18651,37.15706,-86.77499,158.0,Dry Van,39459.0,2025-01-01,0.95736,2.67125,418.21,,Chattanooga_to_Cincinnati,422.0575,404.0609682,3117.2610000000004,1.8591400000000036,0.4115199999999959,0,0,1.3529590384052468,5577.07136,5870.81548,1,1,1
TR-000022,Richmond,Oklahoma City,38.09122,-76.78906,31.88294,-98.58097,1558.9,Dry Van,29423.0,2025-01-01,0.93608,1.80988,2825.86,,Richmond_to_Oklahoma City,2821.421932,2641.07664210656,22933.75735,-6.2082799999999985,-21.791909999999987,1,0,-2.8640559676022974,59380.402858,49702.31516600001,1,1,1
TR-000023,Nashville,Lexington,35.29479,-88.08915,36.99152,-84.99876,262.8,Dry Van,26525.0,2025-01-01,0.94602,2.34816,616.12,,Nashville_to_Lexington,617.096448,583.78558173696,3485.3849999999998,1.6967300000000023,3.0903899999999993,0,0,0.5021014608141511,9275.470812,9721.371456,1,1,1
TR-000024,Cincinnati,Mobile,37.15706,-86.77499,31.80442,-88.25195,448.9,Flatbed,34499.0,2025-01-01,0.96703,2.32362,1060.95,,Cincinnati_to_Mobile,1043.073018,1008.68290059654,7743.30055,-5.352640000000001,-1.4769599999999912,1,0,-1.8400279949651286,16679.804234,14277.004138,1,1,1
TR-000025,Syracuse,Fort Wayne,42.80915,-76.89973,41.31561,-85.36206,521.5,Flatbed,35656.0,2025-01-01,0.96458,2.26927,1176.88,,Syracuse_to_Fort Wayne,1183.424305,1141.5074161169,9297.302,-1.493540000000003,-8.462329999999994,1,0,-2.9668989499634226,22324.971725000003,21546.090615,1,1,1
TR-000026,Atlanta,Baltimore,34.84933,-86.2894,38.16908,-72.74564,934.2,Dry Van,34631.0,2025-01-01,0.92552,1.89156,1765.95,,Atlanta_to_Baltimore,1767.095352,1635.48209018304,16176.1401,3.319749999999999,13.543760000000006,0,0,0.24037375668975883,32556.244086000002,35657.554536,1,1,1
TR-000027,Harrisburg,Lubbock,39.71695,-78.12481,29.87534,-99.85456,1634.9,Dry Van,29903.0,2025-01-01,0.97422,1.79577,2952.29,,Harrisburg_to_Lubbock,2935.9043730000003,2860.2167582640604,24444.20735,-9.841609999999996,-21.72975000000001,1,0,-2.716321828990646,64933.241555,48843.19336600001,1,1,1
TR-000028,Oklahoma City,New Orleans,31.88294,-98.58097,32.53273,-92.19519,446.4,Flatbed,26877.0,2025-01-01,0.9559,2.39227,1056.36,,Oklahoma City_to_New Orleans,1067.909328,1020.8145266352,5998.9464,0.6497899999999994,6.385779999999997,0,0,0.10140674078584129,14232.544416,14522.610671999999,1,1,1
TR-000029,Lexington,Corpus Christi,36.99152,-84.99876,28.61374,-95.89569,1001.4,Dry Van,41701.0,2025-01-01,0.97068,2.03186,2029.09,,Lexington_to_Corpus Christi,2034.704604,1975.04706501072,20879.6907,-8.377780000000001,-10.896929999999998,1,0,-2.4861550141432436,37043.308128,28653.799236,1,1,1
TR-000030,Fresno,Albuquerque,33.07921,-119.79528,35.39918,-109.59792,735.4,Dry Van,21847.0,2025-01-01,0.95146,1.8929,1399.93,,Fresno_to_Albuquerque,1392.03866,1324.4691034435998,8033.1419000000005,2.319969999999998,10.197360000000003,0,0,0.22369928319956434,24326.451034,26032.556972,1,1,1
TR-000031,Los Angeles,Kansas City,28.56624,-116.70249,39.41104,-91.1245,1884.4,Flatbed,13936.0,2025-01-01,0.92938,1.85496,3486.57,,Los Angeles_to_Kansas City,3495.486624,3248.63535861312,13130.4992,10.8448,25.57799,0,0,0.4010144604063383,53830.222656000005,74266.163776,1,1,1
TR-000032,Providence,Kansas City,37.37287,-69.5,39.41104,-91.1245,1367.9,Flatbed,40312.0,2025-01-01,0.96037,2.05509,2772.52,,Providence_to_Kansas City,2811.157611,2699.75143487607,27571.3924,2.038170000000001,-21.624499999999998,1,0,3.047617461438765,51122.348873,53910.361616,1,1,1
TR-000033,Madison,Baton Rouge,41.70243,-89.85588,30.50134,-92.65374,944.9,Dry Van,46853.0,2025-01-01,0.91635,2.04256,1904.87,,Madison_to_Baton Rouge,1930.0149439999998,1768.5691939344,22135.69985,-11.20109,-2.79786,1,0,-1.8155722682867654,39404.626107,28820.716166,1,1,1
TR-000034,Hartford,Columbia,39.55328,-72.18051,34.6357,-83.28506,839.5,Dry Van,24666.0,2025-01-01,0.98045,1.84874,1549.61,,Hartford_to_Columbia,1552.0172300000002,1521.6752931535002,10353.5535,-4.917580000000001,-11.104550000000003,1,0,-2.7247058225974765,33204.97856,29076.67015,1,1,1
TR-000035,El Paso,Baton Rouge,33.31075,-110.3123,30.50134,-92.65374,1256.0,Reefer,30848.0,2025-01-01,0.97089,2.16484,2719.33,,El Paso_to_Baton Rouge,2719.0390399999997,2639.8878135456,19372.543999999998,-2.8094099999999997,17.658559999999994,0,0,-0.15777390930088847,41838.301999999996,38309.683039999996,1,1,1
TR-000036,Washington,Hartford,38.87577,-77.05086,39.55328,-72.18051,334.1,Flatbed,34583.0,2025-01-01,0.96019,2.44821,796.1,,Washington_to_Hartford,817.9469610000001,785.3844924825901,5777.09015,0.6775099999999981,4.870350000000002,0,0,0.13822205973067211,12988.394757000002,13214.750848000001,1,1,1
TR-000037,Amarillo,Green Bay,33.17137,-104.36789,44.30296,-87.52871,1379.2,Dry Van,21636.0,2025-01-01,0.9765,1.78056,2472.76,,Amarillo_to_Green Bay,2455.748352,2398.038265728,14920.1856,11.131589999999996,16.83918,0,0,0.5841061243042727,45749.953504000005,61102.642432,1,1,1
TR-000038,Hartford,Albuquerque,39.55328,-72.18051,35.39918,-109.59792,2442.7,Reefer,31363.0,2025-01-01,0.94653,1.99917,4817.75,,Hartford_to_Albuquerque,4883.3725589999995,4622.25862827027,38305.20005,-4.1541,-37.417410000000004,1,1,-3.0310249279696126,96616.797056,86469.576986,1,1,1
TR-000039,Green Bay,Bakersfield,44.30296,-87.52871,33.28832,-116.67935,2021.3,Reefer,32812.0,2025-01-01,0.92008,1.9493,3894.56,,Green Bay_to_Bakersfield,3940.12009,3625.2256924072,33161.447799999994,-11.01464,-29.150639999999996,1,1,-2.780323575753391,89549.57304799999,67285.681216,1,1,1
TR-000040,Memphis,Chattanooga,35.56802,-89.52871,35.29792,-87.18651,172.7,Dry Van,31783.0,2025-01-01,0.95,2.60873,449.07,,Memphis_to_Chattanooga,450.52767099999994,428.00128744999995,2744.46205,-0.27009999999999934,2.3422000000000054,0,0,-0.11481178347476194,6142.597053999999,6095.950784,1,1,1
TR-000041,Baton Rouge,El Paso,30.50134,-92.65374,33.31075,-110.3123,1222.2,Flatbed,25307.0,2025-01-01,0.96151,2.03905,2502.44,,Baton Rouge_to_El Paso,2492.12691,2396.2049452341,15465.1077,2.8094099999999997,-17.658559999999994,1,0,2.9838187442889046,37278.737748,40712.39865,1,1,1
TR-000042,Amarillo,Cincinnati,33.17137,-104.36789,37.15706,-86.77499,1213.7,Dry Van,20944.0,2025-01-01,0.96943,1.87873,2248.54,,Amarillo_to_Cincinnati,2280.214601,2210.5084406474302,12709.8664,3.985689999999998,17.5929,0,0,0.22279026452642553,40260.091769000006,45097.523722000005,1,1,1
TR-000043,San Francisco,New York,35.1967,-121.69849,40.00674,-73.7984,3112.0,Dry Van,35002.0,2025-01-01,0.98359,1.66979,5224.69,,San Francisco_to_New York,5196.38648,5111.1137778632,54463.112,4.810040000000001,47.900090000000006,0,1,0.10008267783038749,109532.1304,124500.97488000001,1,1,1
TR-000044,Baton Rouge,Amarillo,30.50134,-92.65374,33.17137,-104.36789,860.9,Flatbed,32386.0,2025-01-01,0.98031,2.19706,1902.94,,Baton Rouge_to_Amarillo,1891.448954,1854.20632409574,13940.5537,2.670030000000004,-11.714150000000004,1,0,2.9174892204974148,26258.603605999997,28557.232433,1,1,1
TR-000045,Baton Rouge,Montgomery,30.50134,-92.65374,31.37602,-86.10743,485.1,Flatbed,27962.0,2025-01-01,0.94939,2.27353,1113.14,,Baton Rouge_to_Montgomery,1102.8894030000001,1047.07217031417,6782.1831,0.8746800000000015,6.546310000000005,0,0,0.13282748679659784,14796.200034,15220.507302000002,1,1,1
TR-000046,Nashville,Harrisburg,35.29479,-88.08915,39.71695,-78.12481,732.4,Dry Van,42826.0,2025-01-01,0.9817,2.07592,1541.79,,Nashville_to_Harrisburg,1520.403808,1492.5804183136001,15682.8812,4.422159999999998,9.964340000000007,0,0,0.41768487502835777,25849.904196,29088.69418,1,1,1
TR-000047,Kansas City,Las Vegas,39.41104,-91.1245,33.22353,-115.24994,1660.7,Dry Van,20285.0,2025-01-01,0.99184,1.74529,2928.34,,Kansas City_to_Las Vegas,2898.403103,2874.7521336795203,16843.64975,-6.187510000000003,-24.125439999999998,1,0,-2.8905316383571975,65449.914128000004,55174.316270999996,1,1,1
TR-000048,Syracuse,Hartford,42.80915,-76.89973,39.55328,-72.18051,391.5,Reefer,25462.0,2025-01-01,0.99683,2.32544,910.3,,Syracuse_to_Hartford,910.40976,907.5237610608,4984.1865,-3.2558700000000016,4.719220000000007,0,0,-0.6039267317816507,16759.782225000003,15485.109120000001,1,1,1
TR-000049,San Francisco,Chattanooga,35.1967,-121.69849,35.29792,-87.18651,2215.4,Dry Van,19808.0,2025-01-01,0.97205,1.71776,3854.54,,San Francisco_to_Chattanooga,3805.525504,3699.1610661632,21941.3216,0.10121999999999787,34.51198000000001,0,1,0.002932886197035808,77974.76918,78199.01196799999,1,1,1
TR-000050,Los Angeles,Salt Lake City,28.56624,-116.70249,35.03488,-113.18895,583.4,Dry Van,29231.0,2025-01-01,0.94993,2.02412,1186.14,,Los Angeles_to_Salt Lake City,1180.871608,1121.74536658744,8526.6827,6.468640000000001,3.513539999999992,0,0,1.0732157196049612,16665.544416,20439.348992,1,1,1
TR-000052,Bakersfield,Mobile,33.28832,-116.67935,31.80442,-88.25195,1922.3,Dry Van,37974.0,2025-01-01,0.95147,1.87015,3658.56,,Bakersfield_to_Mobile,3594.989345,3420.52451208715,36498.7101,-1.4838999999999984,28.427400000000006,0,0,-0.052152304507612074,63990.137535999995,61137.636566,1,1,1
TR-000053,Chattanooga,Oklahoma City,35.29792,-87.18651,31.88294,-98.58097,850.1,Flatbed,29378.0,2025-01-01,0.97926,2.19713,1880.38,,Chattanooga_to_Oklahoma City,1867.780213,1829.04245138238,12487.1189,-3.4149799999999964,-11.394459999999995,1,0,-2.8504062522479474,30006.761791999998,27103.687294000003,1,1,1
TR-000054,Lexington,Philadelphia,36.99152,-84.99876,39.22317,-72.9671,820.5,Reefer,31258.0,2025-01-01,0.94182,2.14485,1746.08,,Lexington_to_Philadelphia,1759.8494249999999,1657.4613854534998,12823.5945,2.231650000000002,12.031660000000002,0,0,0.18339726444552834,30351.54216,32182.610985000003,1,1,1
TR-000055,Mobile,Amarillo,31.80442,-88.25195,33.17137,-104.36789,1115.7,Flatbed,34898.0,2025-01-01,0.96116,2.20553,2450.11,,Mobile_to_Amarillo,2460.709821,2365.13585155236,19467.8493,1.3669500000000028,-16.11594000000001,1,0,3.056975438934135,35484.191394,37009.297509,1,1,1
TR-000056,Fort Wayne,Nashville,41.31561,-85.36206,35.29479,-88.08915,535.7,Dry Van,39940.0,2025-01-01,0.92898,2.17025,1162.69,,Fort Wayne_to_Nashville,1162.602925,1080.0348652665,10697.929,-6.0208200000000005,-2.727090000000004,1,0,-1.9960951948452743,22132.772277,18907.419003000003,1,1,1
TR-000057,Charleston,Richmond,34.15334,-79.74475,38.09122,-76.78906,384.5,Dry Van,31152.0,2025-01-01,0.9898,2.20655,852.26,,Charleston_to_Richmond,848.4184750000001,839.7646065550001,5988.972,3.93788,2.95568999999999,0,0,0.9269247662583252,13131.95923,14646.07409,1,1,1
TR-000058,Columbia,Charleston,34.6357,-83.28506,34.15334,-79.74475,257.6,Dry Van,29629.0,2025-01-01,0.90791,2.27029,590.92,,Columbia_to_Charleston,584.8267040000001,530.97001282864,3816.2152000000006,-0.4823599999999999,3.540310000000005,0,0,-0.13541414336863605,8922.15632,8797.900384,1,1,1
TR-000059,Grand Rapids,Phoenix,43.438,-86.29173,28.75668,-115.87725,2241.4,Dry Van,25023.0,2025-01-01,0.99378,1.71101,3778.31,,Grand Rapids_to_Phoenix,3835.057814,3811.20375439692,28043.2761,-14.681320000000003,-29.585520000000002,1,1,-2.6809629484630806,97361.93320000001,64455.222552,1,1,1
TR-000060,Albany,Philadelphia,43.96975,-71.05842,39.22317,-72.9671,427.1,Dry Van,29786.0,2025-01-01,0.95158,1.98245,854.44,,Albany_to_Philadelphia,846.7043950000001,805.7069681941001,6360.800300000001,-4.7465799999999945,-1.908680000000004,1,0,-1.9531262781425054,18779.480225,16752.215907,1,1,1
TR-000061,Jacksonville,Reno,31.98691,-84.48897,39.54838,-118.64843,2230.8,Reefer,30600.0,2025-01-01,0.97254,2.01387,4429.51,,Jacksonville_to_Reno,4492.541196,4369.17601475784,34131.240000000005,7.56147,-34.15946000000001,1,1,2.923747404148791,71356.398828,88224.526104,1,1,1
TR-000062,Corpus Christi,Milwaukee,28.61374,-95.89569,39.6218,-88.48008,1036.6,Dry Van,39027.0,2025-01-01,0.95409,2.07287,2135.04,,Corpus Christi_to_Milwaukee,2148.7370419999997,2050.0885244017795,20227.694099999997,11.00806,7.415610000000001,0,0,0.9779727790561158,29661.002883999998,41071.957879999994,1,1,1
TR-000063,Richmond,Jacksonville,38.09122,-76.78906,31.98691,-84.48897,723.7,Reefer,42496.0,2025-01-01,0.91712,2.27078,1636.94,,Richmond_to_Jacksonville,1643.363486,1507.16152028032,15377.1776,-6.104309999999998,-7.6999099999999885,1,0,-2.471271647429267,27566.615914,23148.926767000004,1,1,1
TR-000064,Fort Wayne,Atlanta,41.31561,-85.36206,34.84933,-86.2894,531.9,Flatbed,27883.0,2025-01-01,0.96161,2.21539,1184.07,,Fort Wayne_to_Atlanta,1178.365941,1133.12847252501,7415.48385,-6.466279999999998,-0.9273400000000009,1,0,-1.7132367737160021,21975.772958999998,18536.358627,1,1,1
TR-000065,Madison,Nashville,41.70243,-89.85588,35.29479,-88.08915,542.5,Dry Van,37842.0,2025-01-01,0.95371,2.15956,1153.3,,Madison_to_Nashville,1171.5612999999998,1117.329727423,10264.6425,-6.407640000000001,1.7667299999999955,0,0,-1.301758612949172,22623.568275,19147.423575,1,1,1
TR-000066,Amarillo,Albany,33.17137,-104.36789,43.96975,-71.05842,2216.1,Flatbed,35142.0,2025-01-01,0.91661,1.88952,4249.82,,Amarillo_to_Albany,4187.365272,3838.18088196792,38939.0931,10.798379999999995,33.309470000000005,0,1,0.313493210179452,73511.073057,97441.362975,1,1,1
TR-000067,Madison,Indianapolis,41.70243,-89.85588,38.52567,-88.85948,276.7,Dry Van,33346.0,2025-01-01,0.98371,2.39449,670.26,,Madison_to_Indianapolis,662.5553829999999,651.7623558109299,4613.419099999999,-3.1767600000000016,0.9963999999999942,0,0,-1.2668614707749355,11539.062381,10660.052888999999,1,1,1
TR-000068,Birmingham,Memphis,33.45794,-86.72789,35.56802,-89.52871,285.0,Reefer,43894.0,2025-01-01,0.97958,2.70783,776.42,,Birmingham_to_Memphis,771.73155,755.972791749,6254.8949999999995,2.1100799999999964,-2.8008200000000016,1,0,2.4959322555517462,9535.5129,10136.885699999999,1,1,1
TR-000069,Amarillo,Dayton,33.17137,-104.36789,39.87206,-85.62931,1334.2,Reefer,36559.0,2025-01-01,0.96102,2.11777,2831.27,,Amarillo_to_Dayton,2825.5287340000004,2715.3896239486803,24388.5089,6.7006899999999945,18.73858,0,0,0.34341860843372674,44257.24185400001,53197.302451999996,1,1,1
TR-000070,Philadelphia,Mobile,39.22317,-72.9671,31.80442,-88.25195,1186.8,Dry Van,34917.0,2025-01-01,0.96357,1.8745,2241.89,,Philadelphia_to_Mobile,2224.6566,2143.612360062,20719.7478,-7.418750000000003,-15.284849999999992,1,0,-2.6897204479885253,46550.058156,37745.485656,1,1,1
TR-000071,Philadelphia,Memphis,39.22317,-72.9671,35.56802,-89.52871,1125.0,Dry Van,22549.0,2025-01-01,0.94539,1.77859,2002.77,,Philadelphia_to_Memphis,2000.91375,1891.6438501124999,12683.8125,-3.655150000000006,-16.56161,1,0,-2.924374608783823,44126.06625,40014.0225,1,1,1
TR-000072,Kansas City,Syracuse,39.41104,-91.1245,42.80915,-76.89973,905.3,Dry Van,29801.0,2025-01-01,0.95616,1.88236,1688.09,,Kansas City_to_Syracuse,1704.100508,1629.39274172928,13489.422649999999,3.3981100000000026,14.224769999999992,0,0,0.23449215751367533,35678.814512,38755.123495,1,1,1
TR-000073,Milwaukee,Greensboro,39.6218,-88.48008,35.98195,-82.78379,473.7,Flatbed,40638.0,2025-01-01,0.98251,2.32082,1103.83,,Milwaukee_to_Greensboro,1099.3724339999999,1080.1444101293398,9625.110299999998,-3.6398500000000027,5.696290000000005,0,0,-0.5685935614910552,18768.84666,17044.649715,1,1,1
TR-000074,Tampa,Shreveport,28.35765,-86.94782,32.54628,-92.31888,535.4,Flatbed,36443.0,2025-01-01,0.96644,2.37161,1278.27,,Tampa_to_Shreveport,1269.759994,1227.14684860136,9755.791099999999,4.188630000000003,-5.37106,1,0,2.4792586012874023,15182.685809999999,17425.278312000002,1,1,1
TR-000075,Richmond,Buffalo,38.09122,-76.78906,41.67681,-78.56704,334.9,Reefer,21489.0,2025-01-01,0.93667,2.34941,776.98,,Richmond_to_Buffalo,786.817409,736.98826248803,3598.3330499999997,3.5855900000000034,-1.7779799999999994,1,0,2.0311330226227944,12756.749577999999,13957.563669000001,1,1,1
TR-000076,Albany,Phoenix,43.96975,-71.05842,28.75668,-115.87725,3099.1,Reefer,35906.0,2025-01-01,0.94623,1.92298,5893.49,,Albany_to_Phoenix,5959.507318,5639.06460951114,55638.1423,-15.213069999999998,-44.818830000000005,1,1,-2.814360879202837,136266.652225,89119.826988,1,1,1
TR-000077,Amarillo,Grand Rapids,33.17137,-104.36789,43.438,-86.29173,1396.3,Dry Van,25324.0,2025-01-01,0.93672,1.89251,2606.32,,Amarillo_to_Grand Rapids,2642.511713,2475.29357180136,17679.9506,10.26663,18.07616,0,0,0.5165313771188342,46317.183931,60652.479400000004,1,1,1
TR-000078,Los Angeles,San Antonio,28.56624,-116.70249,29.50969,-98.40059,1326.6,Dry Van,38488.0,2025-01-01,0.97992,1.92033,2567.5,,Los Angeles_to_San Antonio,2547.509778,2496.35578165776,25529.090399999997,0.9434499999999986,18.301900000000003,0,0,0.05150370420713294,37895.973984,39147.554754,1,1,1
TR-000079,Memphis,Grand Rapids,35.56802,-89.52871,43.438,-86.29173,672.3,Dry Van,44567.0,2025-01-01,1.01366,2.03562,1373.98,,Memphis_to_Grand Rapids,1368.547326,1387.2416824731602,14981.197049999999,7.869980000000005,3.2369800000000026,0,0,1.180580466068313,23912.379845999996,29203.3674,1,1,1
TR-000080,Phoenix,Austin,28.75668,-115.87725,29.39553,-99.6978,1160.6,Reefer,30337.0,2025-01-01,0.93552,2.2372,2528.8,,Phoenix_to_Austin,2596.49432,2429.0723662463997,17604.5611,0.6388500000000015,16.179450000000003,0,0,0.03946477183719494,33375.002808,34116.452118,1,1,1
TR-000081,Milwaukee,New Orleans,39.6218,-88.48008,32.53273,-92.19519,633.4,Dry Van,31043.0,2025-01-01,0.97351,2.07694,1301.69,,Milwaukee_to_New Orleans,1315.533796,1280.6853057439598,9831.318099999999,-7.0890699999999995,-3.7151099999999957,1,0,-2.0535074749658,25096.44812,20606.231182,1,1,1
TR-000082,Raleigh,Louisville,35.37376,-77.47605,37.36588,-87.47153,683.7,Dry Van,38951.0,2025-01-01,0.96588,2.13514,1445.84,,Raleigh_to_Louisville,1459.795218,1409.98700516184,13315.399350000002,1.99212,-9.99548,1,0,2.944868256274465,24185.039711999998,25547.052155999998,1,1,1
TR-000083,Albuquerque,Jacksonville,35.39918,-109.59792,31.98691,-84.48897,1715.2,Dry Van,31632.0,2025-01-01,0.99816,1.90586,3216.39,,Albuquerque_to_Jacksonville,3268.9310720000003,3262.9162388275204,27127.6032,-3.4122699999999995,25.108950000000007,0,0,-0.13507109367004788,60716.673536,54863.94803200001,1,1,1
TR-000084,Raleigh,Houston,35.37376,-77.47605,30.71157,-94.7655,1222.2,Flatbed,32978.0,2025-01-01,0.96522,2.06826,2545.75,,Raleigh_to_Houston,2527.827372,2439.90953600184,20152.8558,-4.662189999999999,-17.289450000000002,1,0,-2.878202224251512,43233.809472,37535.680854,1,1,1
